CPUID:,0x506E3
Processor:,Intel Core i7 6700HQ (Skylake) 
Platform:,Socket 1440 (FCBGA1440)
Revision:,R0
Lithography:,14nm

Session start:,02:40:44 - January 07 - 2020

Time,Core 0 Temp. (°),Core 1 Temp. (°),Core 2 Temp. (°),Core 3 Temp. (°),,Core 0,Low temp. (°),High temp. (°),Core load (%),Core speed (MHz),Core 1,Low temp. (°),High temp. (°),Core load (%),Core speed (MHz),Core 2,Low temp. (°),High temp. (°),Core load (%),Core speed (MHz),Core 3,Low temp. (°),High temp. (°),Core load (%),Core speed (MHz),CPU 0 Power,
16:20:24 01/08/20,38,40,37,37,,,22,78,2,2492.68,,27,88,3,2492.68,,22,75,5,2492.68,,23,78,6,2492.68,4.1,
16:21:24 01/08/20,38,41,36,38,,,22,78,4,2492.68,,27,88,4,2492.68,,22,75,4,2492.68,,23,78,3,2492.68,4.4,
16:22:24 01/08/20,38,49,37,38,,,22,78,1,2492.68,,27,88,8,2492.68,,22,75,2,2492.68,,23,78,3,2492.68,3.9,
16:23:24 01/08/20,40,44,39,41,,,22,78,16,2492.68,,27,88,19,2492.68,,22,75,11,2492.68,,23,78,13,2492.68,10.9,
16:24:24 01/08/20,37,40,36,37,,,22,78,1,2492.68,,27,88,1,2492.68,,22,75,2,2492.68,,23,78,3,2492.68,3.4,
16:25:24 01/08/20,35,38,35,35,,,22,78,1,2492.68,,27,88,3,2492.68,,22,75,2,2492.68,,23,78,2,2492.68,3.7,
16:26:24 01/08/20,35,39,34,35,,,22,78,2,2492.68,,27,88,3,2492.68,,22,75,0,2492.68,,23,78,1,2492.68,3.6,
16:27:24 01/08/20,35,38,34,35,,,22,78,7,2492.68,,27,88,5,2492.68,,22,75,8,2492.68,,23,78,10,2492.68,5.5,
16:28:24 01/08/20,35,38,34,35,,,22,78,1,2492.68,,27,88,2,2492.68,,22,75,3,2492.68,,23,78,1,2492.68,3.8,
16:29:24 01/08/20,34,37,33,34,,,22,78,1,2492.68,,27,88,1,2492.68,,22,75,0,2492.68,,23,78,2,2492.68,3.5,
16:30:24 01/08/20,34,37,33,35,,,22,78,1,2492.68,,27,88,2,2492.68,,22,75,2,2492.68,,23,78,2,2492.68,3.0,
16:31:24 01/08/20,34,37,33,34,,,22,78,2,2492.68,,27,88,4,2492.68,,22,75,0,2492.68,,23,78,1,2492.68,3.2,
16:32:24 01/08/20,34,37,33,34,,,22,78,1,2492.68,,27,88,2,2492.68,,22,75,0,2492.68,,23,78,1,2492.68,3.7,
16:33:24 01/08/20,34,38,33,35,,,22,78,3,2492.68,,27,88,1,2492.68,,22,75,2,2492.68,,23,78,1,2492.68,3.8,
16:34:24 01/08/20,35,41,34,39,,,22,78,1,2492.68,,27,88,0,2492.68,,22,75,2,2492.68,,23,78,4,2492.68,3.8,
16:35:24 01/08/20,34,37,33,34,,,22,78,3,2492.68,,27,88,4,2492.68,,22,75,1,2492.68,,23,78,3,2492.68,3.5,
16:36:24 01/08/20,36,38,33,35,,,22,78,3,2492.68,,27,88,3,2492.68,,22,75,0,2492.68,,23,78,0,2492.68,3.5,
16:37:24 01/08/20,34,37,33,34,,,22,78,4,2492.68,,27,88,3,2492.68,,22,75,1,2492.68,,23,78,3,2492.68,3.5,
16:38:24 01/08/20,34,37,34,35,,,22,78,10,2492.68,,27,88,16,2492.68,,22,75,7,2492.68,,23,78,6,2492.68,5.1,
16:39:24 01/08/20,34,37,33,34,,,22,78,0,2492.68,,27,88,1,2492.68,,22,75,2,2492.68,,23,78,0,2492.68,3.1,
16:40:24 01/08/20,33,36,33,34,,,22,78,1,2492.68,,27,88,1,2492.68,,22,75,1,2492.68,,23,78,0,2492.68,3.1,
16:41:24 01/08/20,36,40,36,37,,,22,78,19,2492.68,,27,88,23,2492.68,,22,75,23,2492.68,,23,78,26,2492.68,7.2,
16:42:24 01/08/20,34,37,34,34,,,22,78,0,2492.68,,27,88,1,2492.68,,22,75,0,2492.68,,23,78,1,2492.68,3.1,
16:43:24 01/08/20,35,37,34,36,,,22,78,2,2492.68,,27,88,0,2492.68,,22,75,1,2492.68,,23,78,1,2492.68,3.2,
16:44:24 01/08/20,36,42,35,36,,,22,78,4,2492.68,,27,88,5,2492.68,,22,75,0,2492.68,,23,78,0,2492.68,3.7,
16:45:24 01/08/20,34,38,34,35,,,22,78,0,2492.68,,27,88,0,2492.68,,22,75,1,2492.68,,23,78,4,2492.68,3.3,
16:46:24 01/08/20,34,38,34,35,,,22,78,3,2492.68,,27,88,0,2492.68,,22,75,0,2492.68,,23,78,2,2492.68,3.4,
16:47:24 01/08/20,34,37,34,35,,,22,78,3,2492.68,,27,88,3,2492.68,,22,75,2,2492.68,,23,78,1,2492.68,3.8,
16:48:24 01/08/20,36,39,35,36,,,22,78,2,2492.68,,27,88,2,2492.68,,22,75,3,2492.68,,23,78,0,2492.68,3.7,
16:49:24 01/08/20,36,39,35,39,,,22,78,4,2492.68,,27,88,4,2492.68,,22,75,1,2492.68,,23,78,6,2492.68,4.0,
16:50:24 01/08/20,39,41,36,37,,,22,78,12,2492.68,,27,88,9,2492.68,,22,75,5,2492.68,,23,78,10,2492.68,5.6,
16:51:24 01/08/20,35,38,35,35,,,22,78,1,2492.68,,27,88,1,2492.68,,22,75,2,2492.68,,23,78,2,2492.68,3.2,
16:52:24 01/08/20,35,38,34,35,,,22,78,2,2492.68,,27,88,5,2492.68,,22,75,1,2492.68,,23,78,2,2492.68,4.1,
16:53:24 01/08/20,38,42,37,42,,,22,78,22,2492.68,,27,88,11,2492.68,,22,75,3,2492.68,,23,78,26,2492.68,7.2,
16:54:24 01/08/20,36,39,36,36,,,22,78,1,2492.68,,27,88,0,2492.68,,22,75,2,2492.68,,23,78,1,2492.68,5.0,
16:55:24 01/08/20,35,38,35,35,,,22,78,0,2492.68,,27,88,2,2492.68,,22,75,0,2492.68,,23,78,1,2492.68,3.7,
16:56:24 01/08/20,35,38,34,35,,,22,78,1,2492.68,,27,88,0,2492.68,,22,75,0,2492.68,,23,78,1,2492.68,3.3,
16:57:24 01/08/20,34,38,34,34,,,22,78,3,2492.68,,27,88,1,2492.68,,22,75,2,2492.68,,23,78,2,2492.68,3.8,
16:58:24 01/08/20,34,37,34,35,,,22,78,0,2492.68,,27,88,0,2492.68,,22,75,3,2492.68,,23,78,2,2492.68,3.2,
16:59:24 01/08/20,35,38,34,35,,,22,78,1,2492.68,,27,88,3,2492.68,,22,75,1,2492.68,,23,78,2,2492.68,3.2,
17:00:24 01/08/20,35,38,34,35,,,22,78,3,2492.68,,27,88,2,2492.68,,22,75,0,2492.68,,23,78,1,2492.68,3.7,
17:01:24 01/08/20,35,38,34,35,,,22,78,11,2492.68,,27,88,6,2492.68,,22,75,1,2492.68,,23,78,5,2492.68,5.3,
17:02:24 01/08/20,34,38,35,35,,,22,78,3,2492.68,,27,88,1,2492.68,,22,75,0,2492.68,,23,78,1,2492.68,3.2,
17:03:24 01/08/20,35,38,34,35,,,22,78,2,2492.68,,27,88,2,2492.68,,22,75,1,2492.68,,23,78,1,2492.68,3.3,
17:04:24 01/08/20,35,39,34,35,,,22,78,1,2492.68,,27,88,4,2492.68,,22,75,2,2492.68,,23,78,5,2492.68,3.3,
17:05:24 01/08/20,34,37,34,34,,,22,78,1,2492.68,,27,88,1,2492.68,,22,75,0,2492.68,,23,78,1,2492.68,3.2,
17:06:24 01/08/20,34,37,34,34,,,22,78,1,2492.68,,27,88,2,2492.68,,22,75,0,2492.68,,23,78,0,2492.68,3.6,
17:07:24 01/08/20,34,38,34,35,,,22,78,1,2492.68,,27,88,2,2492.68,,22,75,0,2492.68,,23,78,2,2492.68,3.6,
17:08:24 01/08/20,35,37,33,34,,,22,78,1,2492.68,,27,88,1,2492.68,,22,75,0,2492.68,,23,78,3,2492.68,3.2,
17:09:24 01/08/20,35,37,34,35,,,22,78,2,2492.68,,27,88,0,2492.68,,22,75,1,2492.68,,23,78,2,2492.68,3.6,
17:10:24 01/08/20,35,38,34,35,,,22,78,1,2492.68,,27,88,2,2492.68,,22,75,3,2492.68,,23,78,2,2492.68,3.5,
17:11:24 01/08/20,35,37,34,34,,,22,78,4,2492.68,,27,88,3,2492.68,,22,75,2,2492.68,,23,78,1,2492.68,3.2,
17:12:24 01/08/20,34,37,34,35,,,22,78,0,2492.68,,27,88,1,2492.68,,22,75,4,2492.68,,23,78,1,2492.68,3.7,
17:13:24 01/08/20,36,42,34,37,,,22,78,9,2492.68,,27,88,12,2492.68,,22,75,3,2492.68,,23,78,3,2492.68,4.8,
17:14:24 01/08/20,35,38,34,35,,,22,78,0,2492.68,,27,88,1,2492.68,,22,75,1,2492.68,,23,78,1,2492.68,3.2,
17:15:24 01/08/20,34,37,34,35,,,22,78,0,2492.68,,27,88,2,2492.68,,22,75,0,2492.68,,23,78,3,2492.68,3.3,
17:16:24 01/08/20,34,37,34,35,,,22,78,1,2492.68,,27,88,1,2492.68,,22,75,4,2492.68,,23,78,2,2492.68,3.7,
17:17:24 01/08/20,34,37,34,35,,,22,78,1,2492.68,,27,88,0,2492.68,,22,75,1,2492.68,,23,78,2,2492.68,3.3,
17:18:24 01/08/20,34,37,34,35,,,22,78,2,2492.68,,27,88,2,2492.68,,22,75,0,2492.68,,23,78,0,2492.68,3.1,
17:19:24 01/08/20,34,37,33,35,,,22,78,0,2492.68,,27,88,0,2492.68,,22,75,0,2492.68,,23,78,0,2492.68,3.3,
17:20:24 01/08/20,34,38,34,35,,,22,78,1,2492.68,,27,88,4,2492.68,,22,75,2,2492.68,,23,78,2,2492.68,3.7,
17:21:24 01/08/20,35,38,33,35,,,22,78,3,2492.68,,27,88,0,2492.68,,22,75,0,2492.68,,23,78,1,2492.68,3.7,
17:22:24 01/08/20,34,37,33,34,,,22,78,2,2492.68,,27,88,1,2492.68,,22,75,0,2492.68,,23,78,1,2492.68,3.2,
17:23:24 01/08/20,34,37,34,34,,,22,78,0,2492.68,,27,88,1,2492.68,,22,75,2,2492.68,,23,78,2,2492.68,3.8,
17:24:24 01/08/20,37,43,35,37,,,22,78,16,2492.68,,27,88,5,2492.68,,22,75,4,2492.68,,23,78,3,2492.68,5.3,
17:25:24 01/08/20,34,38,34,35,,,22,78,0,2492.68,,27,88,3,2492.68,,22,75,1,2492.68,,23,78,2,2492.68,3.4,
17:26:24 01/08/20,34,38,34,34,,,22,78,2,2492.68,,27,88,2,2492.68,,22,75,0,2492.68,,23,78,3,2492.68,3.8,
17:27:24 01/08/20,34,37,34,34,,,22,78,0,2492.68,,27,88,1,2492.68,,22,75,0,2492.68,,23,78,0,2492.68,3.7,
17:28:24 01/08/20,35,38,33,34,,,22,78,2,2492.68,,27,88,2,2492.68,,22,75,1,2492.68,,23,78,2,2492.68,3.1,
17:29:24 01/08/20,35,38,35,36,,,22,78,3,2492.68,,27,88,2,2492.68,,22,75,2,2492.68,,23,78,1,2492.68,3.2,
17:30:24 01/08/20,35,38,35,35,,,22,78,0,2492.68,,27,88,2,2492.68,,22,75,1,2492.68,,23,78,2,2492.68,3.6,
17:31:24 01/08/20,34,38,34,35,,,22,78,2,2492.68,,27,88,1,2492.68,,22,75,3,2492.68,,23,78,4,2492.68,3.7,
17:32:24 01/08/20,34,37,33,35,,,22,78,3,2492.68,,27,88,0,2492.68,,22,75,0,2492.68,,23,78,0,2492.68,3.3,
17:33:24 01/08/20,35,38,35,35,,,22,78,2,2492.68,,27,88,0,2492.68,,22,75,3,2492.68,,23,78,1,2492.68,3.7,
17:34:24 01/08/20,36,39,35,35,,,22,78,0,2492.68,,27,88,2,2492.68,,22,75,0,2492.68,,23,78,3,2492.68,3.6,
17:35:24 01/08/20,35,38,35,36,,,22,78,1,2492.68,,27,88,4,2492.68,,22,75,1,2492.68,,23,78,3,2492.68,4.3,
17:36:24 01/08/20,36,39,35,36,,,22,78,13,2492.68,,27,88,9,2492.68,,22,75,8,2492.68,,23,78,19,2492.68,7.7,
17:37:24 01/08/20,36,40,36,36,,,22,78,2,2492.68,,27,88,5,2492.68,,22,75,4,2492.68,,23,78,5,2492.68,4.5,
17:38:24 01/08/20,36,39,36,36,,,22,78,2,2492.68,,27,88,1,2492.68,,22,75,0,2492.68,,23,78,1,2492.68,3.7,
17:39:24 01/08/20,37,40,37,37,,,22,78,2,2492.68,,27,88,2,2492.68,,22,75,1,2492.68,,23,78,1,2492.68,3.3,
17:40:24 01/08/20,37,40,36,38,,,22,78,2,2492.68,,27,88,2,2492.68,,22,75,3,2492.68,,23,78,4,2492.68,3.7,
17:41:24 01/08/20,38,41,36,37,,,22,78,0,2492.68,,27,88,3,2492.68,,22,75,5,2492.68,,23,78,2,2492.68,4.4,
17:42:24 01/08/20,38,42,37,38,,,22,78,4,2492.68,,27,88,3,2492.68,,22,75,4,2492.68,,23,78,4,2492.68,6.0,
17:43:24 01/08/20,38,43,39,39,,,22,78,10,2492.68,,27,88,10,2492.68,,22,75,9,2492.68,,23,78,8,2492.68,7.3,
17:44:24 01/08/20,41,44,40,42,,,22,78,22,2492.68,,27,88,6,2492.68,,22,75,5,2492.68,,23,78,26,2492.68,7.1,
17:45:24 01/08/20,38,42,38,38,,,22,78,4,2492.68,,27,88,7,2492.68,,22,75,3,2492.68,,23,78,4,2492.68,4.9,
17:46:24 01/08/20,39,44,38,40,,,22,78,9,2492.68,,27,88,15,2492.68,,22,75,7,2492.68,,23,78,17,2492.68,6.9,
17:47:24 01/08/20,38,42,38,39,,,22,78,15,2492.68,,27,88,17,2492.68,,22,75,6,2492.68,,23,78,5,2492.68,6.3,
17:48:24 01/08/20,39,47,38,41,,,22,78,6,2492.68,,27,88,11,2492.68,,22,75,7,2492.68,,23,78,10,2492.68,6.7,
17:49:24 01/08/20,38,41,37,37,,,22,78,1,2492.68,,27,88,11,2492.68,,22,75,3,2492.68,,23,78,0,2492.68,5.3,
17:50:24 01/08/20,39,43,37,39,,,22,78,4,2492.68,,27,88,10,2492.68,,22,75,1,2492.68,,23,78,5,2492.68,3.5,
17:51:24 01/08/20,37,41,37,37,,,22,78,3,2492.68,,27,88,4,2492.68,,22,75,2,2492.68,,23,78,2,2492.68,3.5,
17:52:24 01/08/20,38,42,38,39,,,22,78,2,2492.68,,27,88,5,2492.68,,22,75,1,2492.68,,23,78,2,2492.68,4.5,
17:53:24 01/08/20,40,43,39,41,,,22,78,12,2492.68,,27,88,5,2492.68,,22,75,2,2492.68,,23,78,7,2492.68,6.0,
17:54:24 01/08/20,40,44,39,41,,,22,78,11,2492.68,,27,88,4,2492.68,,22,75,7,2492.68,,23,78,6,2492.68,6.5,
17:55:24 01/08/20,40,44,40,41,,,22,78,16,2492.68,,27,88,7,2492.68,,22,75,7,2492.68,,23,78,9,2492.68,6.1,
17:56:24 01/08/20,41,44,39,41,,,22,78,8,2492.68,,27,88,6,2492.68,,22,75,5,2492.68,,23,78,7,2492.68,6.8,
17:57:24 01/08/20,41,45,41,43,,,22,78,13,2492.68,,27,88,6,2492.68,,22,75,11,2492.68,,23,78,11,2492.68,7.3,
17:58:24 01/08/20,41,45,41,42,,,22,78,15,2492.68,,27,88,9,2492.68,,22,75,2,2492.68,,23,78,6,2492.68,5.9,
17:59:24 01/08/20,42,47,41,45,,,22,78,22,2492.68,,27,88,22,2492.68,,22,75,12,2492.68,,23,78,15,2492.68,8.5,
18:00:24 01/08/20,41,45,40,42,,,22,78,12,2492.68,,27,88,7,2492.68,,22,75,4,2492.68,,23,78,5,2492.68,6.2,
18:01:24 01/08/20,44,47,43,44,,,22,78,17,2492.68,,27,88,6,2492.68,,22,75,7,2492.68,,23,78,11,2492.68,8.0,
18:02:24 01/08/20,43,46,43,44,,,22,78,18,2492.68,,27,88,6,2492.68,,22,75,6,2492.68,,23,78,5,2492.68,6.5,
18:03:24 01/08/20,39,43,40,40,,,22,78,1,2492.68,,27,88,1,2492.68,,22,75,2,2492.68,,23,78,1,2492.68,3.1,
18:04:24 01/08/20,38,41,38,39,,,22,78,1,2492.68,,27,88,1,2492.68,,22,75,1,2492.68,,23,78,1,2492.68,3.0,
18:05:24 01/08/20,41,49,41,43,,,22,78,10,2492.68,,27,88,9,2492.68,,22,75,6,2492.68,,23,78,11,2492.68,5.9,
18:06:24 01/08/20,39,43,40,40,,,22,78,5,2492.68,,27,88,5,2492.68,,22,75,2,2492.68,,23,78,7,2492.68,4.6,
18:07:24 01/08/20,39,43,39,40,,,22,78,2,2492.68,,27,88,4,2492.68,,22,75,2,2492.68,,23,78,1,2492.68,3.5,
18:08:24 01/08/20,39,43,39,40,,,22,78,6,2492.68,,27,88,4,2492.68,,22,75,3,2492.68,,23,78,5,2492.68,5.7,
18:09:24 01/08/20,39,43,39,40,,,22,78,1,2492.68,,27,88,7,2492.68,,22,75,2,2492.68,,23,78,3,2492.68,4.9,
18:10:24 01/08/20,39,44,39,40,,,22,78,13,2492.68,,27,88,12,2492.68,,22,75,8,2492.68,,23,78,16,2492.68,7.5,
18:11:24 01/08/20,39,43,39,39,,,22,78,3,2492.68,,27,88,4,2492.68,,22,75,4,2492.68,,23,78,2,2492.68,5.4,
18:12:24 01/08/20,40,44,39,41,,,22,78,3,2492.68,,27,88,2,2492.68,,22,75,2,2492.68,,23,78,4,2492.68,5.5,
18:13:24 01/08/20,38,42,39,39,,,22,78,2,2492.68,,27,88,4,2492.68,,22,75,1,2492.68,,23,78,1,2492.68,3.4,
18:14:24 01/08/20,38,41,37,38,,,22,78,2,2492.68,,27,88,2,2492.68,,22,75,1,2492.68,,23,78,0,2492.68,3.5,
18:15:24 01/08/20,39,43,38,40,,,22,78,2,2492.68,,27,88,0,2492.68,,22,75,2,2492.68,,23,78,2,2492.68,3.4,
18:16:24 01/08/20,37,40,37,37,,,22,78,2,2492.68,,27,88,2,2492.68,,22,75,0,2492.68,,23,78,1,2492.68,3.7,
18:17:24 01/08/20,38,42,38,39,,,22,78,11,2492.68,,27,88,4,2492.68,,22,75,5,2492.68,,23,78,5,2492.68,4.9,
18:18:24 01/08/20,38,42,38,39,,,22,78,1,2492.68,,27,88,1,2492.68,,22,75,1,2492.68,,23,78,1,2492.68,3.1,
18:19:24 01/08/20,41,46,40,41,,,22,78,6,2492.68,,27,88,14,2492.68,,22,75,7,2492.68,,23,78,6,2492.68,7.5,
18:20:24 01/08/20,38,42,40,39,,,22,78,6,2492.68,,27,88,3,2492.68,,22,75,4,2492.68,,23,78,9,2492.68,6.9,
18:21:24 01/08/20,40,43,39,40,,,22,78,1,2492.68,,27,88,3,2492.68,,22,75,2,2492.68,,23,78,5,2492.68,4.6,
18:22:24 01/08/20,42,46,40,46,,,22,78,8,2492.68,,27,88,22,2492.68,,22,75,10,2492.68,,23,78,14,2492.68,6.3,
18:23:24 01/08/20,42,46,42,44,,,22,78,3,2492.68,,27,88,6,2492.68,,22,75,6,2492.68,,23,78,6,2492.68,6.3,
18:24:24 01/08/20,39,44,40,40,,,22,78,3,2492.68,,27,88,7,2492.68,,22,75,5,2492.68,,23,78,5,2492.68,5.4,
18:25:24 01/08/20,41,45,40,42,,,22,78,0,2492.68,,27,88,1,2492.68,,22,75,2,2492.68,,23,78,3,2492.68,5.1,
18:26:24 01/08/20,42,46,41,43,,,22,78,8,2492.68,,27,88,14,2492.68,,22,75,14,2492.68,,23,78,9,2492.68,7.1,
18:27:24 01/08/20,40,44,41,41,,,22,78,6,2492.68,,27,88,6,2492.68,,22,75,3,2492.68,,23,78,5,2492.68,4.0,
18:28:24 01/08/20,41,45,40,42,,,22,78,7,2492.68,,27,88,9,2492.68,,22,75,5,2492.68,,23,78,10,2492.68,4.8,
18:29:24 01/08/20,42,46,43,43,,,22,78,5,2492.68,,27,88,8,2492.68,,22,75,42,2492.68,,23,78,14,2492.68,9.7,
18:30:24 01/08/20,42,46,41,43,,,22,78,3,2492.68,,27,88,6,2492.68,,22,75,4,2492.68,,23,78,4,2492.68,6.1,
18:31:24 01/08/20,40,45,41,41,,,22,78,2,2492.68,,27,88,6,2492.68,,22,75,1,2492.68,,23,78,4,2492.68,5.7,
18:32:24 01/08/20,41,46,39,42,,,22,78,4,2492.68,,27,88,5,2492.68,,22,75,7,2492.68,,23,78,5,2492.68,5.7,
18:33:24 01/08/20,40,45,40,41,,,22,78,13,2492.68,,27,88,8,2492.68,,22,75,6,2492.68,,23,78,23,2492.68,7.9,
18:34:24 01/08/20,40,44,40,40,,,22,78,4,2492.68,,27,88,10,2492.68,,22,75,11,2492.68,,23,78,7,2492.68,6.9,
18:35:24 01/08/20,42,50,42,45,,,22,78,16,2492.68,,27,88,11,2492.68,,22,75,14,2492.68,,23,78,26,2492.68,8.9,
18:36:24 01/08/20,39,43,39,40,,,22,78,2,2492.68,,27,88,1,2492.68,,22,75,1,2492.68,,23,78,2,2492.68,3.4,
18:37:24 01/08/20,38,43,38,39,,,22,78,2,2492.68,,27,88,2,2492.68,,22,75,0,2492.68,,23,78,3,2492.68,3.7,
18:38:24 01/08/20,39,43,39,39,,,22,78,3,2492.68,,27,88,4,2492.68,,22,75,4,2492.68,,23,78,4,2492.68,4.6,
18:39:24 01/08/20,40,45,40,41,,,22,78,9,2492.68,,27,88,9,2492.68,,22,75,14,2492.68,,23,78,12,2492.68,7.0,
18:40:24 01/08/20,40,45,39,42,,,22,78,7,2492.68,,27,88,11,2492.68,,22,75,10,2492.68,,23,78,12,2492.68,8.1,
18:41:24 01/08/20,39,43,39,40,,,22,78,2,2492.68,,27,88,4,2492.68,,22,75,2,2492.68,,23,78,2,2492.68,3.3,
18:42:24 01/08/20,40,45,40,41,,,22,78,4,2492.68,,27,88,6,2492.68,,22,75,8,2492.68,,23,78,8,2492.68,4.5,
18:43:24 01/08/20,40,43,38,39,,,22,78,2,2492.68,,27,88,2,2492.68,,22,75,0,2492.68,,23,78,2,2492.68,3.9,
18:44:24 01/08/20,39,42,38,39,,,22,78,3,2492.68,,27,88,5,2492.68,,22,75,2,2492.68,,23,78,0,2492.68,3.5,
18:45:24 01/08/20,38,43,38,39,,,22,78,13,2492.68,,27,88,26,2492.68,,22,75,5,2492.68,,23,78,3,2492.68,7.2,
18:46:24 01/08/20,38,42,38,38,,,22,78,1,2492.68,,27,88,1,2492.68,,22,75,2,2492.68,,23,78,2,2492.68,4.0,
18:47:24 01/08/20,39,42,39,40,,,22,78,5,2492.68,,27,88,7,2492.68,,22,75,4,2492.68,,23,78,3,2492.68,5.1,
18:48:24 01/08/20,39,44,39,40,,,22,78,4,2492.68,,27,88,10,2492.68,,22,75,7,2492.68,,23,78,6,2492.68,4.6,
18:49:24 01/08/20,39,42,38,39,,,22,78,0,2492.68,,27,88,2,2492.68,,22,75,2,2492.68,,23,78,1,2492.68,3.6,
18:50:24 01/08/20,40,44,40,41,,,22,78,9,2492.68,,27,88,12,2492.68,,22,75,7,2492.68,,23,78,8,2492.68,5.5,
18:51:24 01/08/20,40,44,39,40,,,22,78,4,2492.68,,27,88,8,2492.68,,22,75,8,2492.68,,23,78,5,2492.68,6.1,
18:52:24 01/08/20,39,42,38,39,,,22,78,4,2492.68,,27,88,2,2492.68,,22,75,3,2492.68,,23,78,4,2492.68,3.2,
18:53:24 01/08/20,39,42,39,39,,,22,78,4,2492.68,,27,88,4,2492.68,,22,75,4,2492.68,,23,78,3,2492.68,6.6,
18:54:24 01/08/20,39,42,39,39,,,22,78,6,2492.68,,27,88,9,2492.68,,22,75,1,2492.68,,23,78,6,2492.68,5.6,
18:55:24 01/08/20,45,46,43,43,,,22,78,14,2492.68,,27,88,20,2492.68,,22,75,19,2492.68,,23,78,20,2492.68,5.9,
18:56:24 01/08/20,40,44,40,41,,,22,78,6,2492.68,,27,88,17,2492.68,,22,75,12,2492.68,,23,78,4,2492.68,7.2,
18:57:24 01/08/20,39,43,39,40,,,22,78,1,2492.68,,27,88,4,2492.68,,22,75,5,2492.68,,23,78,9,2492.68,4.3,
18:58:24 01/08/20,40,44,39,41,,,22,78,11,2492.68,,27,88,16,2492.68,,22,75,11,2492.68,,23,78,13,2492.68,8.7,
18:59:24 01/08/20,40,43,40,40,,,22,78,2,2492.68,,27,88,2,2492.68,,22,75,0,2492.68,,23,78,0,2492.68,3.2,
19:00:24 01/08/20,39,43,39,40,,,22,78,6,2492.68,,27,88,6,2492.68,,22,75,6,2492.68,,23,78,7,2492.68,5.3,
19:01:24 01/08/20,40,46,39,40,,,22,78,3,2492.68,,27,88,6,2492.68,,22,75,5,2492.68,,23,78,2,2492.68,5.5,
19:02:24 01/08/20,41,44,40,41,,,22,78,15,2492.68,,27,88,13,2492.68,,22,75,10,2492.68,,23,78,10,2492.68,7.4,
19:03:24 01/08/20,39,43,39,40,,,22,78,4,2492.68,,27,88,8,2492.68,,22,75,4,2492.68,,23,78,6,2492.68,5.2,
19:04:24 01/08/20,40,44,40,45,,,22,78,7,2492.68,,27,88,10,2492.68,,22,75,12,2492.68,,23,78,11,2492.68,5.9,
19:05:24 01/08/20,41,46,41,43,,,22,78,19,2492.68,,27,88,20,2492.68,,22,75,20,2492.68,,23,78,25,2492.68,8.8,
19:06:24 01/08/20,41,46,40,42,,,22,78,2,2492.68,,27,88,5,2492.68,,22,75,9,2492.68,,23,78,6,2492.68,5.9,
19:07:24 01/08/20,41,45,41,43,,,22,78,7,2492.68,,27,88,11,2492.68,,22,75,6,2492.68,,23,78,9,2492.68,5.0,
19:08:24 01/08/20,42,45,41,43,,,22,78,15,2492.68,,27,88,23,2492.68,,22,75,9,2492.68,,23,78,19,2492.68,6.3,
19:09:24 01/08/20,39,43,39,40,,,22,78,1,2492.68,,27,88,4,2492.68,,22,75,0,2492.68,,23,78,3,2492.68,3.9,
19:10:24 01/08/20,39,43,39,40,,,22,78,5,2492.68,,27,88,12,2492.68,,22,75,9,2492.68,,23,78,7,2492.68,4.6,
19:11:24 01/08/20,42,46,46,43,,,22,78,5,2492.68,,27,88,9,2492.68,,22,75,10,2492.68,,23,78,7,2492.68,6.2,
19:12:24 01/08/20,42,45,40,41,,,22,78,4,2492.68,,27,88,5,2492.68,,22,75,14,2492.68,,23,78,4,2492.68,5.6,
19:13:24 01/08/20,39,43,39,40,,,22,78,2,2492.68,,27,88,2,2492.68,,22,75,4,2492.68,,23,78,4,2492.68,4.4,
19:14:24 01/08/20,39,43,38,40,,,22,78,1,2492.68,,27,88,3,2492.68,,22,75,2,2492.68,,23,78,0,2492.68,3.5,
19:15:24 01/08/20,40,44,40,41,,,22,78,0,2492.68,,27,88,0,2492.68,,22,75,3,2492.68,,23,78,2,2492.68,3.1,
19:16:24 01/08/20,39,43,39,40,,,22,78,2,2492.68,,27,88,4,2492.68,,22,75,3,2492.68,,23,78,0,2492.68,3.7,
19:17:24 01/08/20,39,43,39,40,,,22,78,4,2492.68,,27,88,4,2492.68,,22,75,5,2492.68,,23,78,6,2492.68,6.6,
19:18:24 01/08/20,39,44,40,40,,,22,78,2,2492.68,,27,88,7,2492.68,,22,75,2,2492.68,,23,78,0,2492.68,4.0,
19:19:24 01/08/20,39,43,39,40,,,22,78,14,2492.68,,27,88,14,2492.68,,22,75,10,2492.68,,23,78,14,2492.68,7.0,
19:20:24 01/08/20,41,45,39,43,,,22,78,3,2492.68,,27,88,4,2492.68,,22,75,5,2492.68,,23,78,5,2492.68,3.5,
19:21:24 01/08/20,39,43,38,40,,,22,78,2,2492.68,,27,88,1,2492.68,,22,75,6,2492.68,,23,78,6,2492.68,6.1,
19:22:24 01/08/20,41,47,41,42,,,22,78,6,2492.68,,27,88,20,2492.68,,22,75,9,2492.68,,23,78,15,2492.68,7.4,
19:23:24 01/08/20,40,43,39,40,,,22,78,10,2492.68,,27,88,16,2492.68,,22,75,4,2492.68,,23,78,2,2492.68,4.4,
19:24:24 01/08/20,40,43,40,41,,,22,78,3,2492.68,,27,88,2,2492.68,,22,75,3,2492.68,,23,78,2,2492.68,4.9,
