CPUID:,0x506E3
Processor:,Intel Core i7 6700HQ (Skylake) 
Platform:,Socket 1440 (FCBGA1440)
Revision:,R0
Lithography:,14nm

Session start:,16:41:26 - January 02 - 2020

Time,Core 0 Temp. (°),Core 1 Temp. (°),Core 2 Temp. (°),Core 3 Temp. (°),,Core 0,Low temp. (°),High temp. (°),Core load (%),Core speed (MHz),Core 1,Low temp. (°),High temp. (°),Core load (%),Core speed (MHz),Core 2,Low temp. (°),High temp. (°),Core load (%),Core speed (MHz),Core 3,Low temp. (°),High temp. (°),Core load (%),Core speed (MHz),CPU 0 Power,
16:51:26 01/02/20,38,42,36,38,,,36,48,7,2493.28,,39,60,5,2493.28,,35,47,6,2493.28,,35,51,6,2493.28,5.4,
16:51:56 01/02/20,38,42,37,39,,,36,48,2,2493.28,,39,60,2,2493.28,,35,47,1,2493.28,,35,51,3,2493.28,3.7,
16:52:26 01/02/20,38,42,37,37,,,36,48,3,2493.28,,39,60,3,2493.28,,35,47,2,2493.28,,35,51,2,2493.28,3.5,
16:52:56 01/02/20,39,46,38,39,,,36,48,7,2493.28,,39,60,18,2493.28,,35,47,14,2493.28,,35,51,6,2493.28,7.2,
16:53:26 01/02/20,37,45,36,37,,,36,48,1,2493.28,,39,60,3,2493.28,,35,47,1,2493.28,,35,51,2,2493.28,3.2,
16:53:56 01/02/20,38,41,36,37,,,36,48,2,2493.28,,39,60,1,2493.28,,35,47,3,2493.28,,35,51,4,2493.28,6.5,
16:54:26 01/02/20,38,43,37,38,,,36,48,2,2493.28,,39,60,11,2493.28,,35,47,15,2493.28,,35,51,4,2493.28,5.9,
16:54:56 01/02/20,39,44,38,39,,,36,48,4,2493.28,,39,60,12,2493.28,,35,47,9,2493.28,,35,51,3,2493.28,6.3,
16:55:26 01/02/20,39,42,37,38,,,36,48,0,2493.28,,39,60,3,2493.28,,35,47,2,2493.28,,35,51,3,2493.28,3.8,
16:55:56 01/02/20,40,56,37,41,,,36,48,22,2493.28,,39,60,14,2493.28,,35,47,0,2493.28,,35,51,15,2493.28,7.9,
16:56:26 01/02/20,39,44,37,39,,,36,48,1,2493.28,,39,60,18,2493.28,,35,47,14,2493.28,,35,51,5,2493.28,5.6,
16:56:56 01/02/20,38,43,37,38,,,36,48,0,2493.28,,39,60,1,2493.28,,35,47,0,2493.28,,35,51,2,2493.28,3.4,
16:57:26 01/02/20,38,42,37,37,,,36,48,0,2493.28,,39,60,3,2493.28,,35,47,1,2493.28,,35,51,2,2493.28,3.9,
16:57:56 01/02/20,39,44,36,38,,,36,48,3,2493.28,,39,60,12,2493.28,,35,47,11,2493.28,,35,51,8,2493.28,4.4,
16:58:26 01/02/20,38,40,36,37,,,36,48,0,2493.28,,39,60,2,2493.28,,35,47,3,2493.28,,35,51,1,2493.28,4.0,
16:58:56 01/02/20,38,43,35,37,,,36,48,1,2493.28,,39,60,0,2493.28,,35,47,0,2493.28,,35,51,0,2493.28,3.0,
16:59:26 01/02/20,37,41,35,37,,,36,48,16,2493.28,,39,60,4,2493.28,,35,47,6,2493.28,,35,51,14,2493.28,6.2,
16:59:56 01/02/20,37,39,35,36,,,36,48,0,2493.28,,39,60,1,2493.28,,35,47,2,2493.28,,35,51,0,2493.28,3.1,
17:00:26 01/02/20,36,38,35,35,,,35,48,1,2493.28,,38,60,2,2493.28,,35,47,0,2493.28,,35,51,1,2493.28,3.1,
17:00:56 01/02/20,38,40,36,36,,,35,48,1,2493.28,,38,60,2,2493.28,,35,47,0,2493.28,,35,51,0,2493.28,3.5,
17:01:26 01/02/20,38,41,38,37,,,35,48,3,2493.28,,38,60,4,2493.28,,35,47,1,2493.28,,35,51,3,2493.28,3.6,
17:01:56 01/02/20,38,44,37,38,,,35,48,7,2493.28,,38,60,14,2493.28,,35,47,10,2493.28,,35,51,7,2493.28,6.7,
17:02:26 01/02/20,36,40,36,37,,,35,48,1,2493.28,,38,60,1,2493.28,,35,47,2,2493.28,,35,51,0,2493.28,3.6,
17:02:56 01/02/20,37,41,36,36,,,35,48,3,2493.28,,38,60,3,2493.28,,35,47,2,2493.28,,35,51,1,2493.28,3.4,
17:03:26 01/02/20,37,41,36,37,,,35,48,4,2493.28,,38,60,13,2493.28,,35,47,12,2493.28,,35,51,2,2493.28,5.2,
17:03:56 01/02/20,37,44,37,38,,,35,48,4,2493.28,,38,60,15,2493.28,,35,47,14,2493.28,,35,51,10,2493.28,6.6,
17:04:26 01/02/20,38,43,36,38,,,35,48,0,2493.28,,38,60,11,2493.28,,35,47,7,2493.28,,35,51,4,2493.28,5.1,
17:04:56 01/02/20,37,42,36,37,,,35,48,5,2493.28,,38,60,10,2493.28,,35,47,5,2493.28,,35,51,9,2493.28,5.8,
17:05:26 01/02/20,38,43,37,38,,,35,48,4,2493.28,,38,60,21,2493.28,,35,47,19,2493.28,,35,51,3,2493.28,5.3,
17:05:56 01/02/20,38,44,37,38,,,35,48,1,2493.28,,38,60,18,2493.28,,35,47,13,2493.28,,35,51,2,2493.28,5.3,
17:06:26 01/02/20,38,44,37,39,,,35,48,1,2493.28,,38,60,16,2493.28,,35,47,13,2493.28,,35,51,1,2493.28,5.7,
17:06:56 01/02/20,39,44,37,45,,,35,48,5,2493.28,,38,60,16,2493.28,,35,47,11,2493.28,,35,51,5,2493.28,6.9,
17:07:26 01/02/20,39,44,37,38,,,35,48,5,2493.28,,38,60,19,2493.28,,35,47,15,2493.28,,35,51,3,2493.28,5.9,
17:07:56 01/02/20,40,45,38,40,,,35,48,6,2493.28,,38,60,11,2493.28,,35,47,11,2493.28,,35,51,5,2493.28,7.6,
17:08:26 01/02/20,41,54,41,47,,,35,48,10,2493.28,,38,60,20,2493.28,,35,47,17,2493.28,,35,51,14,2493.28,8.9,
17:08:56 01/02/20,37,40,36,37,,,35,48,1,2493.28,,38,60,2,2493.28,,35,47,0,2493.28,,35,51,1,2493.28,3.1,
17:09:26 01/02/20,39,43,37,39,,,35,48,4,2493.28,,38,60,19,2493.28,,35,47,18,2493.28,,35,51,7,2493.28,5.9,
17:09:56 01/02/20,37,41,36,37,,,35,48,2,2493.28,,38,60,2,2493.28,,35,47,5,2493.28,,35,51,4,2493.28,3.0,
17:10:26 01/02/20,40,43,37,39,,,35,48,8,2493.28,,38,60,8,2493.28,,35,47,12,2493.28,,35,51,5,2493.28,5.9,
17:10:56 01/02/20,39,43,38,39,,,35,48,1,2493.28,,38,60,16,2493.28,,35,47,15,2493.28,,35,51,1,2493.28,5.1,
17:11:26 01/02/20,38,43,36,38,,,35,48,12,2493.28,,38,60,13,2493.28,,35,47,13,2493.28,,35,51,8,2493.28,8.1,
17:11:56 01/02/20,41,50,41,43,,,35,48,10,2493.28,,38,60,22,2493.28,,35,47,16,2493.28,,35,51,7,2493.28,6.2,
17:12:26 01/02/20,38,43,37,39,,,35,48,4,2493.28,,38,60,11,2493.28,,35,47,11,2493.28,,35,51,5,2493.28,7.8,
17:12:56 01/02/20,38,40,37,37,,,35,48,1,2493.28,,38,60,1,2493.28,,35,47,1,2493.28,,35,51,2,2493.28,2.8,
17:13:26 01/02/20,37,40,35,36,,,35,48,1,2493.28,,38,60,4,2493.28,,35,47,2,2493.28,,35,51,4,2493.28,3.6,
17:13:56 01/02/20,38,44,36,38,,,35,48,4,2493.28,,38,60,21,2493.28,,35,47,19,2493.28,,35,51,7,2493.28,6.0,
17:14:26 01/02/20,40,46,38,45,,,35,48,27,2493.28,,38,60,22,2493.28,,35,47,18,2493.28,,35,51,28,2493.28,9.2,
17:14:56 01/02/20,37,41,36,37,,,35,48,1,2493.28,,38,60,1,2493.28,,35,47,2,2493.28,,35,51,1,2493.28,3.5,
17:15:26 01/02/20,37,40,36,36,,,35,48,1,2493.28,,38,60,1,2493.28,,35,47,4,2493.28,,35,51,2,2493.28,4.0,
17:15:56 01/02/20,38,46,37,38,,,35,48,2,2493.28,,38,60,1,2493.28,,35,47,3,2493.28,,35,51,1,2493.28,3.6,
17:16:26 01/02/20,42,42,37,37,,,35,48,8,2493.28,,38,60,3,2493.28,,35,47,4,2493.28,,35,51,1,2493.28,3.3,
17:16:56 01/02/20,39,47,38,40,,,35,48,14,2493.28,,38,60,11,2493.28,,35,47,11,2493.28,,35,51,8,2493.28,7.4,
17:17:26 01/02/20,38,45,37,39,,,35,48,18,2493.28,,38,60,34,2493.28,,35,47,18,2493.28,,35,51,24,2493.28,10.2,
17:17:56 01/02/20,39,46,38,39,,,35,48,6,2493.28,,38,60,14,2493.28,,35,47,14,2493.28,,35,51,5,2493.28,6.2,
17:18:26 01/02/20,37,41,36,37,,,35,48,2,2493.28,,38,60,7,2493.28,,35,47,0,2493.28,,35,51,4,2493.28,3.9,
17:18:56 01/02/20,38,43,39,38,,,35,48,0,2493.28,,38,60,1,2493.28,,35,47,2,2493.28,,35,51,0,2493.28,3.1,
17:19:26 01/02/20,37,41,36,37,,,35,48,1,2493.28,,38,60,2,2493.28,,35,47,2,2493.28,,35,51,1,2493.28,3.8,
17:19:56 01/02/20,39,42,37,38,,,35,48,1,2493.28,,38,60,7,2493.28,,35,47,2,2493.28,,35,51,4,2493.28,3.5,
17:20:26 01/02/20,39,43,37,38,,,35,48,1,2493.28,,38,60,15,2493.28,,35,47,12,2493.28,,35,51,2,2493.28,5.4,
17:20:56 01/02/20,36,40,35,37,,,35,48,0,2493.28,,38,60,0,2493.28,,35,47,2,2493.28,,35,51,0,2493.28,3.1,
17:21:26 01/02/20,38,42,37,37,,,35,48,2,2493.28,,38,60,9,2493.28,,35,47,4,2493.28,,35,51,2,2493.28,4.1,
17:21:56 01/02/20,39,45,38,39,,,35,48,3,2493.28,,38,60,17,2493.28,,35,47,14,2493.28,,35,51,3,2493.28,5.5,
17:22:26 01/02/20,40,44,37,39,,,35,48,11,2493.28,,38,60,6,2493.28,,35,47,2,2493.28,,35,51,7,2493.28,5.6,
17:22:56 01/02/20,38,41,37,37,,,35,48,3,2493.28,,38,60,9,2493.28,,35,47,1,2493.28,,35,51,3,2493.28,4.4,
17:23:26 01/02/20,38,40,36,37,,,35,48,2,2493.28,,38,60,1,2493.28,,35,47,0,2493.28,,35,51,2,2493.28,3.5,
17:23:56 01/02/20,38,41,36,37,,,35,48,0,2493.28,,38,60,3,2493.28,,35,47,1,2493.28,,35,51,0,2493.28,3.2,
17:24:26 01/02/20,36,40,35,35,,,35,48,1,2493.28,,38,60,3,2493.28,,35,47,0,2493.28,,35,51,1,2493.28,3.1,
17:24:56 01/02/20,39,45,38,40,,,35,48,4,2493.28,,38,60,16,2493.28,,35,47,15,2493.28,,35,51,3,2493.28,5.0,
17:25:26 01/02/20,39,46,38,39,,,35,48,0,2493.28,,38,60,18,2493.28,,35,47,11,2493.28,,35,51,0,2493.28,6.1,
17:25:56 01/02/20,37,41,36,37,,,35,48,0,2493.28,,38,60,1,2493.28,,35,47,5,2493.28,,35,51,0,2493.28,4.3,
17:26:26 01/02/20,38,42,37,38,,,35,48,6,2493.28,,38,60,10,2493.28,,35,47,6,2493.28,,35,51,3,2493.28,6.6,
17:26:56 01/02/20,39,45,38,39,,,35,48,1,2493.28,,38,60,23,2493.28,,35,47,16,2493.28,,35,51,3,2493.28,5.8,
17:27:26 01/02/20,38,42,37,39,,,35,48,1,2493.28,,38,60,17,2493.28,,35,47,11,2493.28,,35,51,2,2493.28,5.8,
17:27:56 01/02/20,40,49,39,41,,,35,48,10,2493.28,,38,60,27,2493.28,,35,47,19,2493.28,,35,51,12,2493.28,7.9,
17:28:26 01/02/20,39,44,37,40,,,35,48,2,2493.28,,38,60,21,2493.28,,35,47,19,2493.28,,35,51,4,2493.28,4.7,
17:28:56 01/02/20,39,47,37,41,,,35,48,1,2493.28,,38,60,16,2493.28,,35,47,12,2493.28,,35,51,3,2493.28,5.6,
17:29:26 01/02/20,38,42,37,38,,,35,48,4,2493.28,,38,60,3,2493.28,,35,47,3,2493.28,,35,51,4,2493.28,5.4,
17:29:56 01/02/20,39,42,38,39,,,35,48,6,2493.28,,38,60,4,2493.28,,35,47,2,2493.28,,35,51,2,2493.28,3.9,
17:30:26 01/02/20,40,44,39,40,,,35,48,9,2493.28,,38,60,12,2493.28,,35,47,11,2493.28,,35,51,9,2493.28,6.1,
17:30:56 01/02/20,41,44,40,40,,,35,48,8,2493.28,,38,60,7,2493.28,,35,47,6,2493.28,,35,51,5,2493.28,7.0,
17:31:26 01/02/20,40,44,39,40,,,35,48,7,2493.28,,38,60,11,2493.28,,35,47,8,2493.28,,35,51,5,2493.28,4.4,
17:31:56 01/02/20,41,47,41,42,,,35,48,7,2493.28,,38,60,14,2493.28,,35,47,10,2493.28,,35,51,12,2493.28,8.9,
17:32:26 01/02/20,42,46,41,43,,,35,48,19,2493.28,,38,60,17,2493.28,,35,47,14,2493.28,,35,51,13,2493.28,9.0,
17:32:56 01/02/20,43,50,42,46,,,35,48,3,2493.28,,38,60,13,2493.28,,35,47,8,2493.28,,35,51,6,2493.28,5.8,
17:33:26 01/02/20,42,46,41,41,,,35,48,7,2493.28,,38,60,10,2493.28,,35,47,12,2493.28,,35,51,5,2493.28,6.3,
17:33:56 01/02/20,39,45,39,40,,,35,48,1,2493.28,,38,60,7,2493.28,,35,47,2,2493.28,,35,51,2,2493.28,5.8,
17:34:26 01/02/20,41,46,43,41,,,35,48,5,2493.28,,38,60,7,2493.28,,35,47,6,2493.28,,35,51,2,2493.28,6.2,
17:34:56 01/02/20,39,44,38,40,,,35,48,2,2493.28,,38,60,10,2493.28,,35,47,3,2493.28,,35,51,4,2493.28,3.8,
17:35:26 01/02/20,41,49,40,43,,,35,48,8,2493.28,,38,60,7,2493.28,,35,47,7,2493.28,,35,51,8,2493.28,5.8,
17:35:56 01/02/20,40,44,39,41,,,35,48,7,2493.28,,38,60,6,2493.28,,35,47,7,2493.28,,35,51,6,2493.28,5.7,
17:36:26 01/02/20,40,44,39,40,,,35,48,8,2493.28,,38,60,7,2493.28,,35,47,11,2493.28,,35,51,7,2493.28,6.2,
17:36:56 01/02/20,40,46,40,40,,,35,48,7,2493.28,,38,60,28,2493.28,,35,47,18,2493.28,,35,51,12,2493.28,7.3,
17:37:26 01/02/20,42,46,41,42,,,35,48,10,2493.28,,38,60,10,2493.28,,35,47,5,2493.28,,35,51,10,2493.28,8.4,
17:37:56 01/02/20,42,46,41,42,,,35,48,4,2493.28,,38,60,15,2493.28,,35,47,10,2493.28,,35,51,9,2493.28,7.3,
17:38:26 01/02/20,42,47,41,43,,,35,48,8,2493.28,,38,60,13,2493.28,,35,47,14,2493.28,,35,51,9,2493.28,6.4,
17:38:56 01/02/20,42,46,41,43,,,35,48,7,2493.28,,38,60,4,2493.28,,35,47,5,2493.28,,35,51,2,2493.28,4.1,
17:39:26 01/02/20,42,46,40,42,,,35,48,7,2493.28,,38,60,9,2493.28,,35,47,5,2493.28,,35,51,7,2493.28,7.0,
17:39:56 01/02/20,44,54,45,48,,,35,48,29,2493.28,,38,60,9,2493.28,,35,47,14,2493.28,,35,51,36,2493.28,10.7,
17:40:26 01/02/20,40,44,39,40,,,35,48,1,2493.28,,38,60,3,2493.28,,35,47,0,2493.28,,35,51,4,2493.28,4.5,
17:40:56 01/02/20,41,45,40,41,,,35,48,7,2493.28,,38,60,4,2493.28,,35,47,9,2493.28,,35,51,9,2493.28,5.9,
17:41:26 01/02/20,40,45,40,41,,,35,48,5,2493.28,,38,60,4,2493.28,,35,47,5,2493.28,,35,51,4,2493.28,4.6,
17:41:56 01/02/20,40,44,40,40,,,35,48,9,2493.28,,38,60,7,2493.28,,35,47,7,2493.28,,35,51,5,2493.28,6.2,
17:42:26 01/02/20,40,44,40,40,,,35,48,8,2493.28,,38,60,2,2493.28,,35,47,3,2493.28,,35,51,6,2493.28,7.1,
17:42:56 01/02/20,40,44,40,40,,,35,48,6,2493.28,,38,60,5,2493.28,,35,47,7,2493.28,,35,51,4,2493.28,4.3,
17:43:26 01/02/20,40,45,39,40,,,35,48,5,2493.28,,38,60,2,2493.28,,35,47,4,2493.28,,35,51,5,2493.28,4.3,
17:43:56 01/02/20,39,44,39,40,,,35,48,4,2493.28,,38,60,4,2493.28,,35,47,4,2493.28,,35,51,4,2493.28,4.1,
17:44:26 01/02/20,42,48,39,44,,,35,48,12,2493.28,,38,60,2,2493.28,,35,47,2,2493.28,,35,51,4,2493.28,5.1,
17:44:56 01/02/20,42,47,40,43,,,35,48,20,2493.28,,38,60,18,2493.28,,35,47,17,2493.28,,35,51,6,2493.28,8.9,
17:45:26 01/02/20,42,51,42,43,,,35,48,6,2493.28,,38,60,12,2493.28,,35,47,13,2493.28,,35,51,4,2493.28,5.7,
17:45:56 01/02/20,40,44,39,39,,,35,48,2,2493.28,,38,60,3,2493.28,,35,47,4,2493.28,,35,51,1,2493.28,4.8,
17:46:26 01/02/20,39,43,38,39,,,35,48,5,2493.28,,38,60,2,2493.28,,35,47,1,2493.28,,35,51,2,2493.28,4.1,
17:46:56 01/02/20,39,43,38,39,,,35,48,2,2493.28,,38,60,3,2493.28,,35,47,3,2493.28,,35,51,3,2493.28,4.1,
17:47:26 01/02/20,40,44,38,39,,,35,48,4,2493.28,,38,60,4,2493.28,,35,47,7,2493.28,,35,51,5,2493.28,4.4,
17:47:56 01/02/20,39,43,38,39,,,35,48,9,2493.28,,38,60,7,2493.28,,35,47,8,2493.28,,35,51,8,2493.28,7.7,
17:48:26 01/02/20,38,42,37,38,,,35,48,7,2493.28,,38,60,11,2493.28,,35,47,10,2493.28,,35,51,2,2493.28,7.6,
17:48:56 01/02/20,39,43,38,39,,,35,48,4,2493.28,,38,60,6,2493.28,,35,47,3,2493.28,,35,51,5,2493.28,5.3,
17:49:26 01/02/20,38,42,38,38,,,35,48,3,2493.28,,38,60,5,2493.28,,35,47,4,2493.28,,35,51,2,2493.28,4.7,
17:49:56 01/02/20,38,42,37,38,,,35,48,3,2493.28,,38,60,2,2493.28,,35,47,5,2493.28,,35,51,3,2493.28,3.3,
17:50:26 01/02/20,40,46,38,40,,,35,48,12,2493.28,,38,60,17,2493.28,,35,47,16,2493.28,,35,51,10,2493.28,6.3,
17:50:56 01/02/20,39,43,38,39,,,35,48,7,2493.28,,38,60,11,2493.28,,35,47,9,2493.28,,35,51,13,2493.28,7.0,
17:51:26 01/02/20,40,45,39,40,,,35,48,7,2493.28,,38,60,11,2493.28,,35,47,8,2493.28,,35,51,7,2493.28,7.7,
17:51:56 01/02/20,40,45,39,40,,,35,48,11,2493.28,,38,60,19,2493.28,,35,47,13,2493.28,,35,51,12,2493.28,6.8,
17:52:26 01/02/20,40,45,39,40,,,35,48,6,2493.28,,38,60,8,2493.28,,35,47,6,2493.28,,35,51,9,2493.28,4.4,
17:52:56 01/02/20,40,45,40,41,,,35,48,7,2493.28,,38,60,15,2493.28,,35,47,15,2493.28,,35,51,5,2493.28,6.5,
17:53:26 01/02/20,39,43,38,39,,,35,48,2,2493.28,,38,60,8,2493.28,,35,47,6,2493.28,,35,51,2,2493.28,4.4,
17:53:56 01/02/20,40,44,39,40,,,35,48,6,2493.28,,38,60,10,2493.28,,35,47,7,2493.28,,35,51,6,2493.28,5.8,
17:54:26 01/02/20,41,51,40,41,,,35,48,5,2493.28,,38,60,5,2493.28,,35,47,14,2493.28,,35,51,4,2493.28,4.9,
17:54:56 01/02/20,41,45,39,40,,,35,48,4,2493.28,,38,60,4,2493.28,,35,47,1,2493.28,,35,51,4,2493.28,6.4,
17:55:26 01/02/20,39,43,38,40,,,35,48,4,2493.28,,38,60,6,2493.28,,35,47,7,2493.28,,35,51,2,2493.28,5.1,
17:55:56 01/02/20,39,42,38,38,,,35,48,2,2493.28,,38,60,0,2493.28,,35,47,1,2493.28,,35,51,1,2493.28,3.6,
17:56:26 01/02/20,38,42,37,38,,,35,48,0,2493.28,,38,60,4,2493.28,,35,47,2,2493.28,,35,51,4,2493.28,4.0,
17:56:56 01/02/20,38,43,39,38,,,35,48,3,2493.28,,38,60,6,2493.28,,35,47,5,2493.28,,35,51,6,2493.28,5.4,
17:57:26 01/02/20,39,44,37,39,,,35,48,5,2493.28,,38,60,3,2493.28,,35,47,5,2493.28,,35,51,14,2493.28,4.2,
17:57:56 01/02/20,39,47,36,38,,,35,48,3,2493.28,,38,60,5,2493.28,,35,47,3,2493.28,,35,51,3,2493.28,3.8,
17:58:26 01/02/20,37,41,35,36,,,35,48,0,2493.28,,38,60,1,2493.28,,35,47,0,2493.28,,35,51,0,2493.28,3.5,
17:58:56 01/02/20,37,39,35,36,,,35,48,2,2493.28,,38,60,2,2493.28,,35,47,2,2493.28,,35,51,0,2493.28,3.9,
17:59:26 01/02/20,37,40,35,36,,,35,48,1,2493.28,,38,60,0,2493.28,,35,47,0,2493.28,,35,51,1,2493.28,3.2,
17:59:56 01/02/20,37,40,35,37,,,35,48,2,2493.28,,38,60,3,2493.28,,35,47,3,2493.28,,35,51,0,2493.28,3.5,
18:00:26 01/02/20,37,41,36,37,,,35,48,3,2493.28,,38,60,0,2493.28,,35,47,0,2493.28,,35,51,0,2493.28,3.2,
18:00:56 01/02/20,36,39,36,35,,,35,48,1,2493.28,,38,60,2,2493.28,,35,47,2,2493.28,,35,51,1,2493.28,3.5,
18:01:26 01/02/20,38,42,35,39,,,35,48,1,2493.28,,38,60,0,2493.28,,34,47,0,2493.28,,35,51,2,2493.28,3.3,
18:01:56 01/02/20,36,39,35,35,,,35,48,2,2493.28,,38,60,3,2493.28,,34,47,0,2493.28,,35,51,1,2493.28,3.6,
18:02:26 01/02/20,36,44,35,36,,,34,48,0,2493.28,,38,60,5,2493.28,,34,47,0,2493.28,,34,51,0,2493.28,3.2,
18:02:56 01/02/20,35,40,34,36,,,34,48,10,2493.28,,38,60,13,2493.28,,34,47,3,2493.28,,34,51,1,2493.28,5.7,
18:03:26 01/02/20,36,41,34,36,,,34,48,2,2493.28,,38,60,5,2493.28,,34,47,7,2493.28,,34,51,3,2493.28,3.1,
18:03:56 01/02/20,35,38,35,34,,,34,48,1,2493.28,,37,60,1,2493.28,,33,47,0,2493.28,,34,51,2,2493.28,2.8,
18:04:26 01/02/20,36,39,34,35,,,34,48,2,2493.28,,37,60,3,2493.28,,33,47,1,2493.28,,34,51,2,2493.28,3.4,
18:04:56 01/02/20,34,38,33,34,,,34,48,3,2493.28,,37,60,0,2493.28,,33,47,0,2493.28,,34,51,0,2493.28,3.7,
18:05:26 01/02/20,37,42,35,37,,,34,48,11,2493.28,,37,60,7,2493.28,,33,47,2,2493.28,,34,51,11,2493.28,5.1,
18:05:56 01/02/20,34,37,34,35,,,34,48,2,2493.28,,37,60,1,2493.28,,33,47,2,2493.28,,34,51,0,2493.28,3.6,
18:06:26 01/02/20,35,41,34,35,,,34,48,1,2493.28,,37,60,0,2493.28,,33,47,1,2493.28,,34,51,0,2493.28,2.9,
18:06:56 01/02/20,34,37,34,34,,,34,48,2,2493.28,,37,60,3,2493.28,,33,47,2,2493.28,,34,51,3,2493.28,3.6,
18:07:26 01/02/20,35,38,34,35,,,34,48,1,2493.28,,37,60,3,2493.28,,33,47,0,2493.28,,34,51,2,2493.28,3.0,
18:07:56 01/02/20,34,37,33,34,,,34,48,1,2493.28,,37,60,2,2493.28,,33,47,2,2493.28,,34,51,2,2493.28,3.5,
18:08:26 01/02/20,35,38,34,35,,,34,48,11,2493.28,,37,60,3,2493.28,,33,47,7,2493.28,,34,51,9,2493.28,5.5,
18:08:56 01/02/20,34,38,33,34,,,34,48,0,2493.28,,37,60,2,2493.28,,33,47,3,2493.28,,34,51,2,2493.28,3.2,
18:09:26 01/02/20,34,37,33,34,,,34,48,2,2493.28,,37,60,3,2493.28,,33,47,3,2493.28,,34,51,1,2493.28,3.6,
18:09:56 01/02/20,34,37,33,34,,,34,48,0,2493.28,,37,60,1,2493.28,,33,47,3,2493.28,,34,51,2,2493.28,3.2,
18:10:26 01/02/20,36,41,34,41,,,34,48,12,2493.28,,37,60,1,2493.28,,33,47,5,2493.28,,34,51,15,2493.28,6.4,
18:10:56 01/02/20,34,38,33,34,,,34,48,5,2493.28,,37,60,4,2493.28,,32,47,2,2493.28,,34,51,4,2493.28,4.2,
18:11:26 01/02/20,34,38,33,34,,,34,48,3,2493.28,,37,60,1,2493.28,,32,47,4,2493.28,,34,51,2,2493.28,3.8,
18:11:56 01/02/20,35,38,33,34,,,34,48,3,2493.28,,37,60,4,2493.28,,32,47,3,2493.28,,34,51,1,2493.28,3.4,
