CPUID:,0x506E3
Processor:,Intel Core i7 6700HQ (Skylake) 
Platform:,Socket 1440 (FCBGA1440)
Revision:,R0
Lithography:,14nm

Session start:,16:41:26 - January 02 - 2020

Time,Core 0 Temp. (°),Core 1 Temp. (°),Core 2 Temp. (°),Core 3 Temp. (°),,Core 0,Low temp. (°),High temp. (°),Core load (%),Core speed (MHz),Core 1,Low temp. (°),High temp. (°),Core load (%),Core speed (MHz),Core 2,Low temp. (°),High temp. (°),Core load (%),Core speed (MHz),Core 3,Low temp. (°),High temp. (°),Core load (%),Core speed (MHz),CPU 0 Power,
18:12:26 01/02/20,35,37,34,34,,,34,48,1,2493.28,,37,60,2,2493.28,,32,47,2,2493.28,,34,51,1,2493.28,3.6,
18:12:56 01/02/20,34,38,33,34,,,34,48,3,2493.28,,37,60,0,2493.28,,32,47,3,2493.28,,34,51,3,2493.28,3.3,
18:13:26 01/02/20,34,37,32,34,,,34,48,1,2493.28,,37,60,2,2493.28,,32,47,0,2493.28,,34,51,2,2493.28,3.5,
18:13:56 01/02/20,35,37,33,34,,,33,48,12,2493.28,,37,60,9,2493.28,,32,47,5,2493.28,,34,51,7,2493.28,5.7,
18:14:26 01/02/20,34,37,33,34,,,33,48,1,2493.28,,37,60,1,2493.28,,32,47,2,2493.28,,34,51,1,2493.28,3.0,
18:14:56 01/02/20,34,37,35,34,,,33,48,0,2493.28,,37,60,1,2493.28,,32,47,2,2493.28,,34,51,1,2493.28,3.7,
18:15:26 01/02/20,34,37,32,33,,,33,48,1,2493.28,,36,60,4,2493.28,,32,47,1,2493.28,,33,51,0,2493.28,3.1,
18:15:56 01/02/20,34,37,33,34,,,33,48,1,2493.28,,36,60,2,2493.28,,32,47,0,2493.28,,33,51,2,2493.28,3.7,
18:16:26 01/02/20,35,37,33,34,,,33,48,0,2493.28,,36,60,0,2493.28,,32,47,0,2493.28,,33,51,0,2493.28,3.0,
18:16:56 01/02/20,34,37,32,34,,,33,48,2,2493.28,,36,60,2,2493.28,,32,47,3,2493.28,,33,51,3,2493.28,3.9,
18:17:26 01/02/20,35,38,33,34,,,33,48,2,2493.28,,36,60,1,2493.28,,32,47,3,2493.28,,33,51,2,2493.28,3.6,
18:17:56 01/02/20,34,37,32,34,,,33,48,0,2493.28,,36,60,0,2493.28,,32,47,0,2493.28,,33,51,4,2493.28,3.6,
18:18:26 01/02/20,34,37,33,34,,,33,48,0,2493.28,,36,60,1,2493.28,,32,47,2,2493.28,,33,51,4,2493.28,3.1,
18:18:56 01/02/20,34,37,33,34,,,33,48,0,2493.28,,36,60,3,2493.28,,32,47,0,2493.28,,33,51,4,2493.28,3.1,
18:19:26 01/02/20,38,41,35,35,,,33,48,11,2493.28,,36,60,5,2493.28,,32,47,6,2493.28,,33,51,11,2493.28,6.1,
18:19:56 01/02/20,37,44,35,38,,,33,48,8,2493.28,,36,60,9,2493.28,,32,47,8,2493.28,,33,51,9,2493.28,4.5,
18:20:26 01/02/20,38,42,36,37,,,33,48,15,2493.28,,36,60,13,2493.28,,32,47,4,2493.28,,33,51,6,2493.28,6.5,
18:20:56 01/02/20,37,40,35,37,,,33,48,1,2493.28,,36,60,3,2493.28,,32,47,1,2493.28,,33,51,1,2493.28,4.0,
18:21:26 01/02/20,36,39,35,36,,,33,48,2,2493.28,,36,60,2,2493.28,,32,47,13,2493.28,,33,51,5,2493.28,3.5,
18:21:56 01/02/20,35,38,34,35,,,33,48,2,2493.28,,36,60,1,2493.28,,32,47,2,2493.28,,33,51,3,2493.28,3.7,
18:22:26 01/02/20,35,37,33,34,,,33,48,2,2493.28,,36,60,2,2493.28,,32,47,5,2493.28,,33,51,1,2493.28,3.6,
18:22:56 01/02/20,35,38,33,34,,,33,48,2,2493.28,,36,60,1,2493.28,,32,47,1,2493.28,,33,51,2,2493.28,3.1,
18:23:26 01/02/20,34,37,33,34,,,33,48,0,2493.28,,36,60,2,2493.28,,32,47,0,2493.28,,33,51,0,2493.28,3.5,
18:23:56 01/02/20,35,38,34,35,,,33,48,1,2493.28,,36,60,2,2493.28,,32,47,4,2493.28,,33,51,1,2493.28,3.2,
18:24:26 01/02/20,34,37,32,34,,,33,48,2,2493.28,,36,60,1,2493.28,,32,47,0,2493.28,,33,51,1,2493.28,3.7,
18:24:56 01/02/20,34,38,33,34,,,33,48,1,2493.28,,36,60,2,2493.28,,32,47,1,2493.28,,33,51,2,2493.28,3.0,
18:25:26 01/02/20,34,37,32,34,,,33,48,1,2493.28,,36,60,1,2493.28,,32,47,3,2493.28,,33,51,2,2493.28,3.5,
18:25:56 01/02/20,37,44,34,36,,,33,48,13,2493.28,,36,60,6,2493.28,,32,47,4,2493.28,,33,51,7,2493.28,5.0,
18:26:26 01/02/20,34,37,33,34,,,33,48,0,2493.28,,36,60,1,2493.28,,32,47,2,2493.28,,33,51,0,2493.28,3.6,
18:26:56 01/02/20,34,38,33,34,,,33,48,0,2493.28,,36,60,3,2493.28,,32,47,0,2493.28,,33,51,1,2493.28,3.3,
18:27:26 01/02/20,37,42,35,37,,,33,48,9,2493.28,,36,60,15,2493.28,,32,47,6,2493.28,,33,51,10,2493.28,6.8,
18:27:56 01/02/20,35,38,34,34,,,33,48,3,2493.28,,36,60,4,2493.28,,32,47,3,2493.28,,33,51,2,2493.28,3.3,
18:28:26 01/02/20,36,40,35,36,,,33,48,1,2493.28,,36,60,5,2493.28,,32,47,2,2493.28,,33,51,5,2493.28,3.9,
18:28:56 01/02/20,35,37,33,35,,,33,48,1,2493.28,,36,60,2,2493.28,,32,47,2,2493.28,,33,51,3,2493.28,3.2,
18:29:26 01/02/20,36,42,34,35,,,33,48,1,2493.28,,36,60,6,2493.28,,32,47,3,2493.28,,33,51,0,2493.28,4.3,
18:29:56 01/02/20,34,37,33,34,,,33,48,1,2493.28,,36,60,2,2493.28,,32,47,3,2493.28,,33,51,2,2493.28,3.5,
18:30:26 01/02/20,34,37,33,34,,,33,48,0,2493.28,,36,60,1,2493.28,,32,47,3,2493.28,,33,51,0,2493.28,3.4,
18:30:56 01/02/20,34,37,33,34,,,33,48,1,2493.28,,36,60,2,2493.28,,32,47,0,2493.28,,33,51,3,2493.28,3.6,
18:31:26 01/02/20,36,39,34,35,,,33,48,11,2493.28,,36,60,17,2493.28,,32,47,10,2493.28,,33,51,15,2493.28,7.4,
18:31:56 01/02/20,35,39,34,35,,,33,48,0,2493.28,,36,60,4,2493.28,,32,47,3,2493.28,,33,51,5,2493.28,5.8,
18:32:26 01/02/20,36,40,35,39,,,33,48,0,2493.28,,36,60,1,2493.28,,32,47,3,2493.28,,33,51,3,2493.28,3.3,
18:32:56 01/02/20,34,37,34,34,,,33,48,0,2493.28,,36,60,2,2493.28,,32,47,1,2493.28,,33,51,3,2493.28,3.8,
18:33:26 01/02/20,35,38,34,35,,,33,48,1,2493.28,,36,60,7,2493.28,,32,47,3,2493.28,,33,51,5,2493.28,3.4,
18:33:56 01/02/20,35,37,34,34,,,33,48,1,2493.28,,36,60,1,2493.28,,32,47,3,2493.28,,33,51,2,2493.28,3.7,
18:34:26 01/02/20,34,37,34,34,,,33,48,4,2493.28,,36,60,5,2493.28,,32,47,6,2493.28,,33,51,5,2493.28,5.4,
18:34:56 01/02/20,35,38,34,35,,,33,48,3,2493.28,,36,60,5,2493.28,,32,47,5,2493.28,,33,51,4,2493.28,4.5,
18:35:26 01/02/20,34,37,34,34,,,33,48,2,2493.28,,36,60,5,2493.28,,32,47,4,2493.28,,33,51,2,2493.28,6.1,
18:35:56 01/02/20,38,42,35,42,,,33,48,22,2493.28,,36,60,11,2493.28,,32,47,4,2493.28,,33,51,24,2493.28,7.9,
18:36:26 01/02/20,35,38,34,35,,,33,48,2,2493.28,,36,60,3,2493.28,,32,47,1,2493.28,,33,51,1,2493.28,3.6,
18:36:56 01/02/20,37,41,35,37,,,33,48,10,2493.28,,36,60,15,2493.28,,32,47,13,2493.28,,33,51,11,2493.28,7.6,
18:37:26 01/02/20,36,39,34,35,,,33,48,5,2493.28,,36,60,2,2493.28,,32,47,2,2493.28,,33,51,2,2493.28,5.9,
18:37:56 01/02/20,35,38,33,35,,,33,48,2,2493.28,,36,60,6,2493.28,,32,47,4,2493.28,,33,51,2,2493.28,4.1,
18:38:26 01/02/20,35,37,34,34,,,33,48,1,2493.28,,36,60,2,2493.28,,32,47,2,2493.28,,33,51,1,2493.28,3.5,
18:38:56 01/02/20,35,38,34,35,,,33,48,4,2493.28,,36,60,6,2493.28,,32,47,4,2493.28,,33,51,8,2493.28,6.7,
18:39:26 01/02/20,35,38,33,34,,,33,48,2,2493.28,,36,60,6,2493.28,,32,47,4,2493.28,,33,51,0,2493.28,4.2,
18:39:56 01/02/20,35,38,34,35,,,33,48,11,2493.28,,36,60,7,2493.28,,32,47,10,2493.28,,33,51,5,2493.28,5.2,
18:40:26 01/02/20,36,39,34,36,,,33,48,8,2493.28,,36,60,6,2493.28,,32,47,2,2493.28,,33,51,5,2493.28,3.5,
18:40:56 01/02/20,35,38,33,35,,,33,48,1,2493.28,,36,60,8,2493.28,,32,47,2,2493.28,,33,51,2,2493.28,4.7,
18:41:26 01/02/20,35,38,34,34,,,33,48,0,2493.28,,36,60,1,2493.28,,32,47,3,2493.28,,33,51,1,2493.28,3.3,
18:41:56 01/02/20,36,39,34,37,,,33,48,4,2493.28,,36,60,11,2493.28,,32,47,10,2493.28,,33,51,5,2493.28,7.2,
18:42:26 01/02/20,35,38,34,35,,,33,48,4,2493.28,,36,60,6,2493.28,,32,47,4,2493.28,,33,51,3,2493.28,4.5,
18:42:56 01/02/20,35,38,34,34,,,33,48,0,2493.28,,36,60,2,2493.28,,32,47,1,2493.28,,33,51,2,2493.28,3.3,
18:43:26 01/02/20,35,39,34,35,,,33,48,8,2493.28,,36,60,8,2493.28,,32,47,6,2493.28,,33,51,10,2493.28,4.3,
18:43:56 01/02/20,34,37,33,34,,,33,48,0,2493.28,,36,60,2,2493.28,,32,47,1,2493.28,,33,51,2,2493.28,3.3,
18:44:26 01/02/20,34,38,34,35,,,33,48,5,2493.28,,36,60,3,2493.28,,32,47,5,2493.28,,33,51,6,2493.28,3.9,
18:44:56 01/02/20,33,38,34,35,,,33,48,2,2493.28,,36,60,2,2493.28,,32,47,5,2493.28,,33,51,3,2493.28,3.9,
18:45:26 01/02/20,35,39,34,35,,,33,48,10,2493.28,,36,60,8,2493.28,,32,47,8,2493.28,,33,51,11,2493.28,7.4,
18:45:56 01/02/20,35,38,33,35,,,33,48,2,2493.28,,36,60,5,2493.28,,32,47,3,2493.28,,33,51,5,2493.28,5.2,
18:46:26 01/02/20,37,41,36,37,,,33,48,9,2493.28,,36,60,12,2493.28,,32,47,9,2493.28,,33,51,9,2493.28,5.1,
18:46:56 01/02/20,36,38,34,36,,,33,48,1,2493.28,,36,60,4,2493.28,,32,47,0,2493.28,,33,51,6,2493.28,3.9,
18:47:26 01/02/20,35,39,33,35,,,33,48,0,2493.28,,36,60,2,2493.28,,32,47,2,2493.28,,33,51,1,2493.28,3.7,
18:47:56 01/02/20,34,38,34,35,,,33,48,2,2493.28,,36,60,3,2493.28,,32,47,2,2493.28,,33,51,3,2493.28,3.1,
18:48:26 01/02/20,35,37,34,35,,,33,48,1,2493.28,,36,60,2,2493.28,,32,47,1,2493.28,,33,51,2,2493.28,3.7,
18:48:56 01/02/20,37,45,35,37,,,33,48,6,2493.28,,36,60,12,2493.28,,32,47,0,2493.28,,33,51,9,2493.28,4.9,
18:49:26 01/02/20,34,38,34,35,,,33,48,0,2493.28,,36,60,3,2493.28,,32,47,1,2493.28,,33,51,1,2493.28,3.8,
18:49:56 01/02/20,36,39,34,36,,,33,48,7,2493.28,,36,60,9,2493.28,,32,47,2,2493.28,,33,51,5,2493.28,4.2,
18:50:26 01/02/20,35,38,34,35,,,33,48,5,2493.28,,36,60,3,2493.28,,32,47,1,2493.28,,33,51,2,2493.28,5.5,
18:50:56 01/02/20,35,39,33,35,,,33,48,0,2493.28,,36,60,3,2493.28,,32,47,0,2493.28,,33,51,2,2493.28,3.2,
18:51:26 01/02/20,35,37,34,35,,,33,48,0,2493.28,,36,60,1,2493.28,,32,47,3,2493.28,,33,51,1,2493.28,3.5,
18:51:56 01/02/20,36,40,33,37,,,33,48,1,2493.28,,36,60,2,2493.28,,32,47,0,2493.28,,33,51,2,2493.28,3.1,
18:52:26 01/02/20,35,37,34,35,,,33,48,4,2493.28,,36,60,2,2493.28,,32,47,3,2493.28,,33,51,2,2493.28,3.9,
18:52:56 01/02/20,35,38,33,35,,,33,48,4,2493.28,,36,60,2,2493.28,,32,47,1,2493.28,,33,51,3,2493.28,3.5,
18:53:26 01/02/20,38,40,34,39,,,33,48,7,2493.28,,36,60,10,2493.28,,32,47,6,2493.28,,33,51,4,2493.28,4.9,
18:53:56 01/02/20,34,41,34,35,,,33,48,2,2493.28,,36,60,5,2493.28,,32,47,3,2493.28,,33,51,1,2493.28,3.9,
18:54:26 01/02/20,35,40,35,35,,,33,48,27,2493.28,,36,60,9,2493.28,,32,47,13,2493.28,,33,51,19,2493.28,7.1,
18:54:56 01/02/20,36,40,35,37,,,33,48,1,2493.28,,36,60,8,2493.28,,32,47,3,2493.28,,33,51,4,2493.28,3.8,
18:55:26 01/02/20,36,40,35,35,,,33,48,5,2493.28,,36,60,5,2493.28,,32,47,3,2493.28,,33,51,9,2493.28,4.1,
18:55:56 01/02/20,36,41,34,37,,,33,48,1,2493.28,,36,60,4,2493.28,,32,47,1,2493.28,,33,51,4,2493.28,3.8,
18:56:26 01/02/20,38,42,36,39,,,33,48,6,2493.28,,36,60,7,2493.28,,32,47,4,2493.28,,33,51,4,2493.28,4.7,
18:56:56 01/02/20,37,44,36,38,,,33,48,2,2493.28,,36,60,6,2493.28,,32,47,2,2493.28,,33,51,7,2493.28,4.7,
18:57:26 01/02/20,36,40,35,36,,,33,48,2,2493.28,,36,60,2,2493.28,,32,47,1,2493.28,,33,51,4,2493.28,4.1,
18:57:56 01/02/20,36,39,35,35,,,33,48,8,2493.28,,36,60,12,2493.28,,32,47,10,2493.28,,33,51,11,2493.28,6.9,
18:58:26 01/02/20,35,39,34,35,,,33,48,1,2493.28,,36,60,0,2493.28,,32,47,2,2493.28,,33,51,1,2493.28,3.1,
18:58:56 01/02/20,38,52,35,39,,,33,48,9,2493.28,,36,60,23,2493.28,,32,47,33,2493.28,,33,51,6,2493.28,9.4,
18:59:26 01/02/20,34,39,34,35,,,33,48,3,2493.28,,36,60,3,2493.28,,32,47,3,2493.28,,33,51,0,2493.28,3.5,
18:59:56 01/02/20,38,42,35,37,,,33,48,11,2493.28,,36,60,14,2493.28,,32,47,16,2493.28,,33,51,11,2493.28,7.0,
19:00:26 01/02/20,35,38,33,35,,,33,48,1,2493.28,,36,60,2,2493.28,,32,47,2,2493.28,,33,51,1,2493.28,3.4,
19:00:56 01/02/20,34,38,34,34,,,33,48,1,2493.28,,36,60,2,2493.28,,32,47,3,2493.28,,33,51,0,2493.28,3.0,
19:01:26 01/02/20,40,43,36,38,,,33,48,30,2493.28,,36,60,17,2493.28,,32,47,9,2493.28,,33,51,25,2493.28,10.5,
19:01:56 01/02/20,34,38,34,35,,,33,48,1,2493.28,,36,60,3,2493.28,,32,47,2,2493.28,,33,51,2,2493.28,4.1,
19:02:26 01/02/20,37,42,36,38,,,33,48,6,2493.28,,36,60,5,2493.28,,32,47,15,2493.28,,33,51,9,2493.28,4.9,
19:02:56 01/02/20,38,42,36,37,,,33,48,11,2493.28,,36,60,16,2493.28,,32,47,8,2493.28,,33,51,9,2493.28,7.5,
19:03:26 01/02/20,36,40,35,36,,,33,48,0,2493.28,,36,60,5,2493.28,,32,47,10,2493.28,,33,51,5,2493.28,5.4,
19:03:56 01/02/20,36,39,35,36,,,33,48,4,2493.28,,36,60,6,2493.28,,32,47,6,2493.28,,33,51,7,2493.28,6.6,
19:04:26 01/02/20,40,48,39,42,,,33,48,10,2493.28,,36,60,7,2493.28,,32,47,8,2493.28,,33,51,8,2493.28,3.9,
19:04:56 01/02/20,36,40,35,36,,,33,48,1,2493.28,,36,60,3,2493.28,,32,47,2,2493.28,,33,51,3,2493.28,3.8,
19:05:26 01/02/20,35,39,35,35,,,33,48,1,2493.28,,36,60,1,2493.28,,32,47,2,2493.28,,33,51,1,2493.28,3.2,
19:05:56 01/02/20,36,39,35,36,,,33,48,5,2493.28,,36,60,7,2493.28,,32,47,7,2493.28,,33,51,1,2493.28,4.3,
19:06:26 01/02/20,37,42,35,37,,,33,48,22,2493.28,,36,60,23,2493.28,,32,47,11,2493.28,,33,51,16,2493.28,8.9,
19:06:56 01/02/20,36,40,35,36,,,33,48,3,2493.28,,36,60,3,2493.28,,32,47,1,2493.28,,33,51,4,2493.28,4.0,
19:07:26 01/02/20,37,40,35,36,,,33,48,2,2493.28,,36,60,4,2493.28,,32,47,1,2493.28,,33,51,4,2493.28,3.8,
19:07:56 01/02/20,36,40,35,36,,,33,48,5,2493.28,,36,60,4,2493.28,,32,47,3,2493.28,,33,51,4,2493.28,5.4,
19:08:26 01/02/20,38,42,36,38,,,33,48,4,2493.28,,36,60,8,2493.28,,32,47,11,2493.28,,33,51,9,2493.28,5.8,
19:08:56 01/02/20,38,43,36,38,,,33,48,1,2493.28,,36,60,6,2493.28,,32,47,5,2493.28,,33,51,2,2493.28,4.4,
19:09:26 01/02/20,37,41,36,38,,,33,48,3,2493.28,,36,60,4,2493.28,,32,47,6,2493.28,,33,51,4,2493.28,4.8,
19:09:56 01/02/20,38,41,37,37,,,33,48,0,2493.28,,36,60,1,2493.28,,32,47,1,2493.28,,33,51,1,2493.28,3.5,
19:10:26 01/02/20,36,41,35,36,,,33,48,0,2493.28,,36,60,0,2493.28,,32,47,2,2493.28,,33,51,1,2493.28,2.9,
19:10:56 01/02/20,38,41,36,37,,,33,48,3,2493.28,,36,60,2,2493.28,,32,47,2,2493.28,,33,51,8,2493.28,3.0,
19:11:26 01/02/20,37,40,36,37,,,33,48,6,2493.28,,36,60,8,2493.28,,32,47,8,2493.28,,33,51,8,2493.28,4.7,
19:11:56 01/02/20,39,42,36,38,,,33,48,18,2493.28,,36,60,11,2493.28,,32,47,10,2493.28,,33,51,25,2493.28,6.9,
19:12:26 01/02/20,37,40,36,37,,,33,48,3,2493.28,,36,60,3,2493.28,,32,47,3,2493.28,,33,51,3,2493.28,3.7,
19:12:56 01/02/20,36,40,35,37,,,33,48,1,2493.28,,36,60,1,2493.28,,32,47,4,2493.28,,33,51,1,2493.28,3.8,
19:13:26 01/02/20,36,39,35,37,,,33,48,0,2493.28,,36,60,3,2493.28,,32,47,3,2493.28,,33,51,2,2493.28,2.9,
19:13:56 01/02/20,36,39,34,36,,,33,48,4,2493.28,,36,60,5,2493.28,,32,47,7,2493.28,,33,51,4,2493.28,4.0,
19:14:26 01/02/20,38,41,36,39,,,33,48,4,2493.28,,36,60,6,2493.28,,32,47,5,2493.28,,33,51,5,2493.28,6.9,
19:14:56 01/02/20,36,40,35,36,,,33,48,4,2493.28,,36,60,7,2493.28,,32,47,8,2493.28,,33,51,4,2493.28,4.8,
19:15:26 01/02/20,37,40,35,37,,,33,48,4,2493.28,,36,60,3,2493.28,,32,47,4,2493.28,,33,51,4,2493.28,5.8,
19:15:56 01/02/20,37,41,36,37,,,33,48,0,2493.28,,36,60,0,2493.28,,32,47,3,2493.28,,33,51,1,2493.28,5.0,
19:16:26 01/02/20,36,39,35,36,,,33,48,2,2493.28,,36,60,0,2493.28,,32,47,1,2493.28,,33,51,0,2493.28,3.3,
19:16:56 01/02/20,36,38,34,35,,,33,48,0,2493.28,,36,60,1,2493.28,,32,47,1,2493.28,,33,51,2,2493.28,3.4,
19:17:26 01/02/20,38,43,36,39,,,33,48,21,2493.28,,36,60,15,2493.28,,32,47,11,2493.28,,33,51,13,2493.28,7.0,
19:17:56 01/02/20,35,38,34,34,,,33,48,0,2493.28,,36,60,0,2493.28,,32,47,1,2493.28,,33,51,2,2493.28,3.6,
19:18:26 01/02/20,37,40,36,37,,,33,48,4,2493.28,,36,60,8,2493.28,,32,47,7,2493.28,,33,51,8,2493.28,5.9,
19:18:56 01/02/20,34,38,34,35,,,33,48,1,2493.28,,36,60,4,2493.28,,32,47,1,2493.28,,33,51,3,2493.28,3.6,
19:19:26 01/02/20,34,38,33,35,,,33,48,3,2493.28,,36,60,3,2493.28,,32,47,0,2493.28,,33,51,0,2493.28,3.5,
19:19:56 01/02/20,35,38,34,35,,,33,48,4,2493.28,,36,60,3,2493.28,,32,47,3,2493.28,,33,51,1,2493.28,3.5,
19:20:26 01/02/20,34,38,33,34,,,33,48,1,2493.28,,36,60,1,2493.28,,32,47,0,2493.28,,33,51,2,2493.28,2.8,
19:20:56 01/02/20,35,39,34,36,,,33,48,2,2493.28,,36,60,4,2493.28,,32,47,5,2493.28,,33,51,7,2493.28,5.7,
19:21:26 01/02/20,34,38,33,34,,,33,48,0,2493.28,,36,60,2,2493.28,,32,47,1,2493.28,,33,51,1,2493.28,3.3,
19:21:56 01/02/20,34,38,34,35,,,33,48,0,2493.28,,36,60,2,2493.28,,32,47,1,2493.28,,33,51,0,2493.28,2.9,
19:22:26 01/02/20,34,38,34,35,,,33,48,2,2493.28,,36,60,3,2493.28,,32,47,3,2493.28,,33,51,0,2493.28,4.6,
19:22:56 01/02/20,34,37,34,35,,,33,48,1,2493.28,,36,60,0,2493.28,,32,47,0,2493.28,,33,51,2,2493.28,3.0,
19:23:26 01/02/20,34,37,34,34,,,33,48,0,2493.28,,36,60,0,2493.28,,32,47,2,2493.28,,33,51,2,2493.28,3.3,
19:23:56 01/02/20,36,46,34,37,,,33,48,16,2493.28,,36,60,18,2493.28,,32,47,1,2493.28,,33,51,5,2493.28,5.6,
19:24:26 01/02/20,34,38,33,34,,,33,48,0,2493.28,,36,60,1,2493.28,,32,47,2,2493.28,,33,51,2,2493.28,3.3,
19:24:56 01/02/20,34,38,33,34,,,33,48,3,2493.28,,36,60,6,2493.28,,32,47,1,2493.28,,33,51,3,2493.28,3.3,
19:25:26 01/02/20,36,39,34,35,,,33,48,4,2493.28,,36,60,4,2493.28,,32,47,0,2493.28,,33,51,1,2493.28,3.0,
19:25:56 01/02/20,35,39,34,35,,,33,48,2,2493.28,,36,60,5,2493.28,,32,47,3,2493.28,,33,51,1,2493.28,3.3,
19:26:26 01/02/20,34,37,33,34,,,33,48,0,2493.28,,36,60,0,2493.28,,32,47,1,2493.28,,33,51,1,2493.28,2.8,
19:26:56 01/02/20,37,41,35,42,,,33,48,21,2493.28,,36,60,6,2493.28,,32,47,32,2493.28,,33,51,33,2493.28,10.8,
19:27:26 01/02/20,36,44,34,37,,,33,48,1,2493.28,,36,60,6,2493.28,,32,47,7,2493.28,,33,51,3,2493.28,4.4,
19:27:56 01/02/20,35,38,33,34,,,33,48,0,2493.28,,36,60,1,2493.28,,32,47,3,2493.28,,33,51,1,2493.28,3.7,
19:28:26 01/02/20,34,38,34,35,,,33,48,0,2493.28,,36,60,0,2493.28,,32,47,0,2493.28,,33,51,0,2493.28,3.1,
19:28:56 01/02/20,34,37,33,34,,,33,48,0,2493.28,,36,60,1,2493.28,,32,47,3,2493.28,,33,51,1,2493.28,3.4,
19:29:26 01/02/20,35,38,34,34,,,33,48,22,2493.28,,36,60,5,2493.28,,32,47,4,2493.28,,33,51,1,2493.28,4.6,
19:29:56 01/02/20,34,37,34,34,,,33,48,0,2493.28,,36,60,0,2493.28,,32,47,2,2493.28,,33,51,2,2493.28,3.3,
19:30:26 01/02/20,34,37,33,34,,,33,48,0,2493.28,,36,60,0,2493.28,,32,47,3,2493.28,,33,51,0,2493.28,2.8,
19:30:56 01/02/20,36,38,34,34,,,33,48,1,2493.28,,36,60,0,2493.28,,32,47,0,2493.28,,33,51,2,2493.28,3.4,
19:31:26 01/02/20,34,37,33,35,,,33,48,1,2493.28,,36,60,1,2493.28,,32,47,0,2493.28,,33,51,1,2493.28,3.0,
19:31:56 01/02/20,34,37,33,34,,,33,48,0,2493.28,,36,60,1,2493.28,,32,47,2,2493.28,,33,51,0,2493.28,3.3,
19:32:26 01/02/20,34,37,34,34,,,33,48,1,2493.28,,36,60,1,2493.28,,32,47,0,2493.28,,33,51,1,2493.28,3.3,
19:32:56 01/02/20,34,38,33,34,,,33,48,0,2493.28,,36,60,2,2493.28,,32,47,0,2493.28,,33,51,3,2493.28,3.0,
19:33:26 01/02/20,34,37,34,34,,,33,48,0,2493.28,,36,60,0,2493.28,,32,47,1,2493.28,,33,51,0,2493.28,3.3,
19:33:56 01/02/20,35,38,33,34,,,33,48,3,2493.28,,36,60,1,2493.28,,32,47,0,2493.28,,33,51,0,2493.28,2.8,
19:34:26 01/02/20,34,37,33,34,,,33,48,1,2493.28,,36,60,2,2493.28,,32,47,2,2493.28,,33,51,2,2493.28,3.4,
19:34:56 01/02/20,35,38,34,34,,,33,48,11,2493.28,,36,60,11,2493.28,,32,47,10,2493.28,,33,51,5,2493.28,6.3,
19:35:26 01/02/20,34,37,33,34,,,33,48,2,2493.28,,36,60,1,2493.28,,32,47,2,2493.28,,33,51,1,2493.28,3.4,
19:35:56 01/02/20,34,37,33,34,,,33,48,1,2493.28,,36,60,0,2493.28,,32,47,0,2493.28,,33,51,1,2493.28,2.8,
19:36:26 01/02/20,34,37,33,34,,,33,48,0,2493.28,,36,60,1,2493.28,,32,47,0,2493.28,,33,51,1,2493.28,2.9,
19:36:56 01/02/20,35,39,33,35,,,33,48,5,2493.28,,36,60,3,2493.28,,32,47,2,2493.28,,33,51,5,2493.28,3.5,
19:37:26 01/02/20,34,38,33,34,,,33,48,2,2493.28,,36,60,3,2493.28,,32,47,2,2493.28,,33,51,3,2493.28,4.0,
19:37:56 01/02/20,34,37,33,34,,,33,48,0,2493.28,,36,60,1,2493.28,,32,47,0,2493.28,,33,51,1,2493.28,2.9,
19:38:26 01/02/20,34,37,33,34,,,33,48,1,2493.28,,36,60,0,2493.28,,32,47,1,2493.28,,33,51,4,2493.28,3.3,
19:38:56 01/02/20,34,37,33,34,,,33,48,0,2493.28,,36,60,0,2493.28,,32,47,1,2493.28,,33,51,0,2493.28,2.8,
19:39:26 01/02/20,34,37,33,34,,,33,48,0,2493.28,,36,60,2,2493.28,,32,47,1,2493.28,,33,51,3,2493.28,2.9,
19:39:56 01/02/20,33,37,32,34,,,33,48,0,2493.28,,36,60,1,2493.28,,32,47,0,2493.28,,33,51,2,2493.28,3.5,
19:40:26 01/02/20,35,39,33,35,,,33,48,17,2493.28,,36,60,16,2493.28,,32,47,7,2493.28,,33,51,10,2493.28,6.4,
19:40:56 01/02/20,34,37,33,34,,,33,48,1,2493.28,,36,60,1,2493.28,,32,47,2,2493.28,,33,51,1,2493.28,3.3,
19:41:26 01/02/20,34,37,32,34,,,33,48,3,2493.28,,36,60,1,2493.28,,32,47,1,2493.28,,33,51,2,2493.28,2.9,
19:41:56 01/02/20,38,41,37,39,,,33,48,24,2493.28,,36,60,5,2493.28,,32,47,11,2493.28,,33,51,1,2493.28,7.9,
19:42:26 01/02/20,34,38,34,35,,,33,48,4,2493.28,,36,60,6,2493.28,,32,47,3,2493.28,,33,51,6,2493.28,4.2,
19:42:56 01/02/20,33,37,33,34,,,33,48,0,2493.28,,36,60,2,2493.28,,32,47,0,2493.28,,33,51,2,2493.28,2.8,
19:43:26 01/02/20,33,37,32,34,,,33,48,1,2493.28,,36,60,0,2493.28,,32,47,1,2493.28,,33,51,0,2493.28,3.0,
19:43:56 01/02/20,33,37,33,34,,,33,48,0,2493.28,,36,60,2,2493.28,,32,47,1,2493.28,,33,51,2,2493.28,3.3,
19:44:26 01/02/20,34,37,32,34,,,33,48,1,2493.28,,36,60,1,2493.28,,32,47,2,2493.28,,33,51,1,2493.28,2.9,
